x00,y00,z00,x01,y01,z01,x02,y02,z02,x03,y03,z03,x04,y04,z04,x05,y05,z05,x06,y06,z06,x07,y07,z07,x08,y08,z08,x09,y09,z09,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,Label
0.495966852,0.77449739,-0.000308185,0.387934893,0.61282146,0.102712058,0.352233827,0.414035529,0.105383679,0.318545461,0.264679134,0.051382691,0.359658837,0.156755283,-0.000772291,0.625867426,0.299056023,0.169293985,0.635185838,0.077368587,0.075820684,0.491634697,0.078550875,0.01394247,0.396490961,0.140508965,-0.00454362,0.678977072,0.322643518,0.055413783,0.687808454,0.072561353,0.014395307,0.5069893,0.071947634,-0.056456219,0.406440347,0.142669737,-0.090539008,0.704798341,0.368709534,-0.071727641,0.699769497,0.119353577,-0.114199504,0.508293211,0.111708239,-0.139541402,0.396076739,0.174937621,-0.142964765,0.681937873,0.424179196,-0.194725439,0.64778775,0.209090561,-0.228410989,0.512467027,0.163650334,-0.227966681,0.40986973,0.187581867,-0.21353437,0
0.461987317,0.741940975,-0.000236526,0.371705621,0.5869205,0.085953109,0.357117593,0.396866351,0.099779263,0.342720389,0.251136959,0.05975176,0.383210182,0.13645789,0.00952948,0.612601221,0.300013542,0.176513955,0.639261007,0.089178205,0.089452296,0.515393317,0.075308695,0.017724697,0.423252165,0.124609083,-0.008737956,0.668062627,0.323272705,0.07268557,0.699768722,0.086296991,0.032961424,0.532404304,0.071288958,-0.043292746,0.427685082,0.129015967,-0.082677893,0.701499462,0.369138509,-0.04519264,0.722916007,0.134581491,-0.093888104,0.543336749,0.113756463,-0.132734835,0.425049126,0.163772479,-0.142245159,0.696630836,0.422662079,-0.157866597,0.684887171,0.217919022,-0.200806007,0.553651035,0.167847142,-0.199029475,0.441665411,0.184016883,-0.184806347,0
0.447822154,0.773696303,-0.000289221,0.369802415,0.590900302,0.105245076,0.371536016,0.389548928,0.109884143,0.364864051,0.236399114,0.058102041,0.412983507,0.131027907,0.009092232,0.652710199,0.316906601,0.167038962,0.704638183,0.094860703,0.077596463,0.561526656,0.078341872,0.018805938,0.45986253,0.127096504,0.001387277,0.699630082,0.349533737,0.051657472,0.75410831,0.102704138,0.010984295,0.575509667,0.081668034,-0.06658905,0.468346834,0.141157255,-0.106901035,0.718071699,0.398975581,-0.075150549,0.761141539,0.151445538,-0.118520185,0.572758615,0.118366644,-0.148553967,0.453908622,0.169064075,-0.152273908,0.692280114,0.449960232,-0.196586072,0.701455653,0.230820075,-0.233971953,0.573068917,0.163318068,-0.235446468,0.467761785,0.170875221,-0.219317839,0
0.450574964,0.764844954,-0.000264097,0.358025551,0.572537303,0.127245471,0.381481946,0.382229567,0.131034911,0.389825225,0.239060387,0.069722652,0.428413391,0.118522435,0.002475214,0.667312443,0.333984435,0.198272631,0.738848388,0.118894771,0.110319696,0.601903498,0.085043162,0.046912055,0.502290726,0.121777147,0.02555497,0.716859579,0.371350139,0.07264369,0.788650453,0.123696104,0.023858314,0.61449188,0.09333086,-0.053359877,0.509286404,0.152629942,-0.076610006,0.733362079,0.421172231,-0.064011313,0.794294,0.171034172,-0.107475907,0.618744612,0.124896646,-0.132127926,0.506782055,0.174722582,-0.12747407,0.702477694,0.460972607,-0.196011901,0.727174282,0.241826534,-0.229679137,0.609387934,0.169578969,-0.230927765,0.509268045,0.179982305,-0.212869197,0
0.413632661,0.733694196,-0.000221918,0.354499221,0.547300398,0.098725103,0.393814117,0.365204841,0.092307597,0.414320588,0.228071868,0.025391612,0.473538071,0.113014504,-0.046874534,0.6841501,0.351026922,0.187712073,0.767280161,0.149995834,0.087893911,0.637812912,0.100451246,0.015448786,0.530800283,0.125951707,-0.012147135,0.728842437,0.392851442,0.075073048,0.815467715,0.159974962,0.020395301,0.64849776,0.104665399,-0.048433837,0.5351367,0.143932059,-0.066512428,0.741006136,0.445204318,-0.054154225,0.816292465,0.205012247,-0.101552472,0.642565727,0.143205896,-0.119417146,0.524704933,0.174984589,-0.111810319,0.705444932,0.486930966,-0.180370063,0.74432826,0.27136606,-0.219786048,0.635962486,0.189676195,-0.217449099,0.539390981,0.184690714,-0.195323363,0
0.405641586,0.746650696,-0.00031158,0.34911111,0.542603016,0.124290295,0.402136236,0.359813333,0.13003543,0.43816337,0.219689161,0.069102429,0.510093927,0.110954702,0.008376952,0.690448403,0.363189697,0.223528266,0.786147535,0.161131591,0.133645624,0.664823174,0.109421924,0.057893246,0.564864397,0.133618936,0.030801095,0.738019466,0.407282263,0.099734791,0.838179588,0.172067434,0.041234199,0.677003324,0.118251681,-0.044453606,0.56288898,0.162868813,-0.069156438,0.751670361,0.458786547,-0.036121745,0.841347098,0.218213081,-0.078048997,0.682030678,0.147181854,-0.107767388,0.563258886,0.177537814,-0.105222292,0.721089542,0.491025388,-0.168963,0.771591544,0.279483378,-0.195804134,0.671708286,0.189054862,-0.196877077,0.571279585,0.178931803,-0.180010632,0
0.371629477,0.739261091,-0.000262632,0.351435244,0.538467228,0.096904941,0.419484735,0.350299954,0.088502951,0.462170541,0.213332742,0.021203345,0.533511996,0.118621647,-0.047616553,0.712266088,0.367756158,0.177002177,0.847563684,0.178619906,0.076255292,0.721107006,0.114249349,0.006324721,0.611366212,0.122126922,-0.020446645,0.747653127,0.422756046,0.056135021,0.888439298,0.20786652,-0.019104457,0.722618818,0.136428937,-0.107687093,0.598854244,0.161417708,-0.134327725,0.749177694,0.483148992,-0.078145206,0.874138117,0.260572135,-0.141686976,0.707892835,0.177035302,-0.172311127,0.580435097,0.190765232,-0.168749973,0.706541479,0.526516199,-0.209667891,0.786297679,0.32286799,-0.263075799,0.687847972,0.224814788,-0.268698335,0.588192582,0.204447985,-0.250340343,0
0.69456017,0.62560904,-0.000265616,0.517204463,0.642631888,0.012743452,0.326524556,0.590279281,-0.01026011,0.189475179,0.528937101,-0.074491426,0.131142676,0.430886328,-0.154040307,0.31681329,0.312682211,0.121548235,0.149271935,0.214069337,0.015228597,0.109644592,0.321737707,-0.078065582,0.124705717,0.41824472,-0.11947234,0.363696486,0.274932712,0.039842863,0.178805083,0.148451701,-0.047603164,0.127877146,0.29935196,-0.148291141,0.14525868,0.413943142,-0.204741135,0.431197077,0.259681821,-0.060939521,0.252930164,0.139748603,-0.167013824,0.183729321,0.293792963,-0.23522085,0.188571513,0.411852837,-0.257335871,0.50680691,0.274239093,-0.160009146,0.346146524,0.200112879,-0.24228166,0.261525124,0.292750716,-0.255959123,0.233530432,0.388177335,-0.254240543,0
0.621057868,0.668312907,-0.000243055,0.430554032,0.603253067,0.049017556,0.306336522,0.477608681,0.014767944,0.222242251,0.367744088,-0.07216987,0.187834024,0.258455098,-0.155787885,0.445060909,0.235442102,0.09312626,0.359903306,0.04846523,0.004873797,0.259944201,0.139270723,-0.04746433,0.225543633,0.227270484,-0.077851221,0.510787189,0.227802545,-0.010812089,0.413095653,0.017813221,-0.125391707,0.288280785,0.124926805,-0.239112854,0.265860975,0.248475194,-0.280240685,0.569140315,0.247959167,-0.119291112,0.472878397,0.04828123,-0.203047037,0.338027984,0.136910409,-0.254060209,0.2954005,0.250532895,-0.256511629,0.615039527,0.290164024,-0.229977414,0.520996928,0.129563302,-0.289452106,0.402769953,0.150255829,-0.311503023,0.343391538,0.215507761,-0.306122035,0
0.523965597,0.704332471,-0.000162639,0.383587807,0.595632434,0.058594909,0.321798116,0.422577679,0.047902908,0.284629822,0.290553123,-0.016033102,0.293933749,0.172325283,-0.090620659,0.540087581,0.255001843,0.176678583,0.539693773,0.052124351,0.086886272,0.424048424,0.070626855,0.006616199,0.35360077,0.138561547,-0.034677815,0.604910493,0.265235633,0.084862806,0.60016942,0.040720239,0.03374996,0.444891632,0.067616031,-0.05762836,0.365764946,0.151587188,-0.098325983,0.655914843,0.303629994,-0.024666402,0.642117918,0.081100762,-0.072563909,0.472892523,0.103830934,-0.12107271,0.378450394,0.179240003,-0.141030312,0.677753568,0.358519644,-0.136347353,0.638954401,0.172443613,-0.181117862,0.511984289,0.153633475,-0.197913259,0.419540465,0.19106482,-0.200082153,0
0.484154642,0.714243889,-0.000179259,0.370356113,0.596511245,0.046256624,0.338854432,0.410327256,0.046395551,0.327143729,0.267138988,-0.001164821,0.368396044,0.149853468,-0.064251825,0.567111552,0.289509028,0.186043814,0.60362196,0.098051623,0.099696912,0.499957979,0.070952877,0.0201839,0.42019394,0.112060398,-0.017516071,0.631991446,0.307920188,0.102143712,0.66231811,0.092335582,0.051342256,0.516289413,0.083165303,-0.028016025,0.423452288,0.144606411,-0.06926357,0.683341265,0.350245357,-0.003808968,0.70260334,0.130717829,-0.063411132,0.542137861,0.118827432,-0.106237911,0.430621952,0.174083009,-0.121793233,0.711306512,0.407559842,-0.109331928,0.702426672,0.223119676,-0.162691876,0.585529625,0.183235541,-0.173142418,0.483801305,0.204562455,-0.171355322,0
0.444624901,0.757407546,-0.000278839,0.36710909,0.584120035,0.036642458,0.358117342,0.377310365,0.01352683,0.365465879,0.223580241,-0.053500108,0.429278493,0.140497923,-0.130674273,0.627634525,0.277094066,0.114323385,0.67872411,0.069136873,0.006024181,0.543658257,0.074708372,-0.07278388,0.449286342,0.125170365,-0.108931102,0.675459623,0.313026428,0.017395072,0.74182266,0.082312271,-0.071953915,0.567177236,0.086665481,-0.168558806,0.463062465,0.1470263,-0.219642326,0.705798388,0.372413665,-0.09568505,0.761825383,0.151308432,-0.19676739,0.584560454,0.13862294,-0.24958241,0.475168049,0.18835634,-0.260418624,0.707995474,0.446372628,-0.205934495,0.731073797,0.258156627,-0.286756814,0.61070323,0.206734046,-0.295245379,0.514270246,0.217031717,-0.287128955,0
0.418869913,0.719073415,-0.000156471,0.348038793,0.55323416,0.073615335,0.383050472,0.365655184,0.073590994,0.414273202,0.226924092,0.018116575,0.478486925,0.120008752,-0.052601319,0.650646806,0.329908729,0.166302934,0.753969193,0.14850691,0.075683728,0.645242333,0.093930423,0.001756442,0.54878664,0.114724711,-0.029779056,0.703707695,0.372375667,0.070952035,0.813701451,0.164471194,0.024797404,0.672255754,0.099657699,-0.059406918,0.560696542,0.134222716,-0.094899617,0.729852915,0.431736916,-0.039597545,0.834025502,0.221483275,-0.083282195,0.683907151,0.144266978,-0.122910015,0.563691318,0.158306494,-0.136589631,0.719038427,0.4896999,-0.150166854,0.778843999,0.302408576,-0.190205023,0.682849407,0.21109733,-0.202433214,0.584173799,0.188999131,-0.202090383,0
0.519696593,0.712896764,-0.000223296,0.379707873,0.589758575,0.070990771,0.330348969,0.408421934,0.061722677,0.304712206,0.271065801,-0.001531759,0.332678229,0.153447449,-0.07117901,0.559384823,0.261758745,0.180385545,0.566791952,0.060464248,0.093256779,0.449129999,0.074912101,0.018562995,0.379972249,0.140162125,-0.016228026,0.624398172,0.277064264,0.084516652,0.636961162,0.05135034,0.029093772,0.483245254,0.074099943,-0.057757661,0.403199106,0.158792719,-0.092841871,0.673333049,0.318765223,-0.026678594,0.678541541,0.093940705,-0.073556297,0.512859225,0.105125189,-0.115662836,0.418352306,0.177366674,-0.12952137,0.690650582,0.373185068,-0.138854891,0.665518522,0.183509901,-0.178248122,0.540459096,0.152672052,-0.193345323,0.446266413,0.183870599,-0.193846896,0
0.484154642,0.714243889,-0.000179259,0.370356113,0.596511245,0.046256624,0.338854432,0.410327256,0.046395551,0.327143729,0.267138988,-0.001164821,0.368396044,0.149853468,-0.064251825,0.567111552,0.289509028,0.186043814,0.60362196,0.098051623,0.099696912,0.499957979,0.070952877,0.0201839,0.42019394,0.112060398,-0.017516071,0.631991446,0.307920188,0.102143712,0.66231811,0.092335582,0.051342256,0.516289413,0.083165303,-0.028016025,0.423452288,0.144606411,-0.06926357,0.683341265,0.350245357,-0.003808968,0.70260334,0.130717829,-0.063411132,0.542137861,0.118827432,-0.106237911,0.430621952,0.174083009,-0.121793233,0.711306512,0.407559842,-0.109331928,0.702426672,0.223119676,-0.162691876,0.585529625,0.183235541,-0.173142418,0.483801305,0.204562455,-0.171355322,0
0.444624901,0.757407546,-0.000278839,0.36710909,0.584120035,0.036642458,0.358117342,0.377310365,0.01352683,0.365465879,0.223580241,-0.053500108,0.429278493,0.140497923,-0.130674273,0.627634525,0.277094066,0.114323385,0.67872411,0.069136873,0.006024181,0.543658257,0.074708372,-0.07278388,0.449286342,0.125170365,-0.108931102,0.675459623,0.313026428,0.017395072,0.74182266,0.082312271,-0.071953915,0.567177236,0.086665481,-0.168558806,0.463062465,0.1470263,-0.219642326,0.705798388,0.372413665,-0.09568505,0.761825383,0.151308432,-0.19676739,0.584560454,0.13862294,-0.24958241,0.475168049,0.18835634,-0.260418624,0.707995474,0.446372628,-0.205934495,0.731073797,0.258156627,-0.286756814,0.61070323,0.206734046,-0.295245379,0.514270246,0.217031717,-0.287128955,0
0.424768418,0.742182255,-0.00024306,0.354189098,0.575947881,0.064035907,0.36688602,0.379166365,0.064895183,0.381460875,0.22700426,0.015126865,0.453260452,0.132951111,-0.044909935,0.62625438,0.318535537,0.154377297,0.714503109,0.122264162,0.063521117,0.597723842,0.087888762,-0.0050776,0.50310564,0.122679755,-0.027445298,0.679291606,0.355225205,0.059946924,0.778396189,0.136426523,0.009439515,0.622038364,0.094783127,-0.067573458,0.513225079,0.137378246,-0.106713369,0.70971334,0.411135107,-0.052284472,0.797625542,0.195445389,-0.107966669,0.632433772,0.139923066,-0.143603548,0.510186553,0.168669373,-0.154313833,0.706724286,0.471437156,-0.162245393,0.754623055,0.277293265,-0.213651225,0.644232213,0.19840613,-0.221473247,0.534350157,0.191605896,-0.217538074,0
0.418869913,0.719073415,-0.000156471,0.348038793,0.55323416,0.073615335,0.383050472,0.365655184,0.073590994,0.414273202,0.226924092,0.018116575,0.478486925,0.120008752,-0.052601319,0.650646806,0.329908729,0.166302934,0.753969193,0.14850691,0.075683728,0.645242333,0.093930423,0.001756442,0.54878664,0.114724711,-0.029779056,0.703707695,0.372375667,0.070952035,0.813701451,0.164471194,0.024797404,0.672255754,0.099657699,-0.059406918,0.560696542,0.134222716,-0.094899617,0.729852915,0.431736916,-0.039597545,0.834025502,0.221483275,-0.083282195,0.683907151,0.144266978,-0.122910015,0.563691318,0.158306494,-0.136589631,0.719038427,0.4896999,-0.150166854,0.778843999,0.302408576,-0.190205023,0.682849407,0.21109733,-0.202433214,0.584173799,0.188999131,-0.202090383,0
0.384457737,0.763072968,-0.000295599,0.346845001,0.559062243,0.099202745,0.402976841,0.360733986,0.086790346,0.442764819,0.215445876,0.016115943,0.512986302,0.126707807,-0.050889205,0.689759433,0.344257176,0.161059588,0.826092958,0.14522171,0.073045269,0.690908372,0.093286246,0.017538672,0.584946513,0.111669287,-0.00697829,0.728226125,0.395942926,0.04079717,0.877421021,0.177285329,-0.020096874,0.709816098,0.119765386,-0.113610201,0.590002179,0.157289848,-0.15624328,0.737080753,0.458327591,-0.088243634,0.870574713,0.242361128,-0.142824292,0.700755596,0.168887407,-0.180201799,0.572393596,0.191353098,-0.185091794,0.704542637,0.51302278,-0.214136228,0.788370967,0.315515786,-0.263726562,0.683907032,0.22515735,-0.270781308,0.580419838,0.214369684,-0.256716222,0
0.734374881,0.63332057,-0.000239063,0.547283828,0.66447252,0.024658419,0.341957867,0.603922367,0.005188865,0.19699958,0.529764056,-0.053854492,0.145485997,0.418274134,-0.119496986,0.328373283,0.335413367,0.144733697,0.179918453,0.179246858,0.066929609,0.123843312,0.272227079,0.008418573,0.131257594,0.363045871,-0.0136715,0.382336617,0.290078372,0.070862442,0.223223597,0.107166693,0.008546848,0.155971378,0.23644498,-0.070270114,0.174540669,0.350420833,-0.106048375,0.450233072,0.26890102,-0.022200335,0.300090492,0.097283006,-0.089996181,0.211270556,0.224027753,-0.142704874,0.207800701,0.348096788,-0.165785655,0.519969761,0.272167504,-0.116387673,0.37370491,0.152361959,-0.179202437,0.280481517,0.227573231,-0.204211548,0.250425786,0.332752645,-0.221141428,0
0.734374881,0.63332057,-0.000239063,0.547283828,0.66447252,0.024658419,0.341957867,0.603922367,0.005188865,0.19699958,0.529764056,-0.053854492,0.145485997,0.418274134,-0.119496986,0.328373283,0.335413367,0.144733697,0.179918453,0.179246858,0.066929609,0.123843312,0.272227079,0.008418573,0.131257594,0.363045871,-0.0136715,0.382336617,0.290078372,0.070862442,0.223223597,0.107166693,0.008546848,0.155971378,0.23644498,-0.070270114,0.174540669,0.350420833,-0.106048375,0.450233072,0.26890102,-0.022200335,0.300090492,0.097283006,-0.089996181,0.211270556,0.224027753,-0.142704874,0.207800701,0.348096788,-0.165785655,0.519969761,0.272167504,-0.116387673,0.37370491,0.152361959,-0.179202437,0.280481517,0.227573231,-0.204211548,0.250425786,0.332752645,-0.221141428,0
0.667559266,0.781907678,8.71918E-05,0.436773121,0.658669531,0.10849952,0.338157982,0.488484681,0.123902597,0.285324186,0.349518508,0.074324854,0.253903776,0.209410995,0.018276716,0.518144488,0.280361533,0.250919372,0.488169253,0.094422072,0.183792785,0.377889067,0.086141601,0.113827012,0.298551142,0.138846919,0.08647573,0.599007547,0.276105255,0.134864539,0.535033703,0.058553845,0.065897927,0.400439113,0.085470513,-0.014264422,0.332035094,0.169295505,-0.044655845,0.660912573,0.299163431,0.008431488,0.585531116,0.086288214,-0.035345137,0.444092244,0.113177583,-0.09052036,0.370735526,0.192751437,-0.112598017,0.701953411,0.339202672,-0.11822065,0.6084885,0.173573703,-0.1410366,0.497086883,0.167580426,-0.165123299,0.426353186,0.217429161,-0.174724773,0
